dataset_id,input_window_bars,full_history_bars,comparison_tail_bars,feature_family,feature,mae,reference_iqr,iqr_normalized_mae,final_abs_error
gld_1d,365,749,32,stratum,geometry,2.4077131205446634e-08,0.0523335311091942,4.600708321250016e-07,3.4805537341142667e-09
gld_1d,365,749,32,stratum,information,4.446926419113262e-09,0.11579304073811336,3.840409052881494e-08,2.7771918098551396e-10
gld_1d,365,749,32,stratum,propagation,8.698148197539002e-08,0.1772114237597736,4.908345079000179e-07,5.593785767921133e-09
gld_1d,365,749,32,stratum,cascade_bias,8.542300618865359e-08,0.3008792495437007,2.839112578158916e-07,2.5403358860920378e-08
gld_1d,365,749,32,stratum,scaling_exponent,0.0,0.2696693387002029,0.0,0.0
gld_1d,365,749,32,carrier,carrier_price_structure,1.115392936519577e-08,0.14130555258502486,7.893482712566689e-08,8.960674424685067e-10
gld_1d,365,749,32,carrier,carrier_realized_volatility,0.00041624472004059884,0.29843030888590716,0.001394780314353839,0.0003127586210056599
gld_1d,365,749,32,carrier,carrier_participation,0.00024278406897420548,0.2766573725367529,0.0008775622595850127,0.00022852787441235423
gld_1d,365,749,32,carrier,carrier_liquidity_stress,3.930908093242175e-06,0.0010718437558984717,0.003667426405770397,2.7931395621960675e-06
gld_1d,365,749,32,carrier_ratio,ratio_realized_volatility,0.00042199428517221416,0.3307777146722779,0.0012757639540206334,0.0003011928453470203
gld_1d,365,749,32,carrier_ratio,ratio_participation,0.00029547330986354377,0.3074486631218293,0.0009610492589667232,0.00025011197536273233
gld_1d,365,749,32,carrier_ratio,ratio_liquidity_stress,3.93446387040447e-06,0.0010717748621101864,0.0036709798013530737,2.7960785582425984e-06
uso_1d,60,749,32,derivative,pressure,0.008260348055973966,0.10258150178322008,0.08052473313785279,0.006148218517231366
uso_1d,60,749,32,derivative,velocity,0.028286496629573096,0.7800254786730758,0.03626355472092025,0.006386011762476551
uso_1d,60,749,32,derivative,acceleration,0.10143013613686332,0.575586430863347,0.17622051302481864,0.0017398207734311832
uso_1d,60,749,32,derivative,jerk,0.1296037215628708,0.5723264764821128,0.2264506831127205,0.009651241138897954
uso_1d,60,749,32,derivative,snap,0.1401485128403387,0.5619108149631905,0.24941415809823753,0.002381798549451218
uso_1d,60,749,32,stratum,structure,0.0041876347678989605,0.05579832775729665,0.07504946718320515,0.002141097608977127
uso_1d,60,749,32,stratum,kinematics,0.037607261607961726,0.07634212741303226,0.49261479712892886,0.006449340101199685
uso_1d,60,749,32,stratum,geometry,0.0181100387975831,0.05865815318919798,0.308738646086766,0.0022594862267892313
uso_1d,60,749,32,stratum,information,0.10484240896251748,0.10714153778780194,0.9785412000541006,0.028469673366243675
uso_1d,60,749,32,stratum,propagation,0.05246329293531979,0.1855195376529889,0.2827912013960032,0.0077134445708518795
uso_1d,60,749,32,stratum,cascade_bias,0.045902617035581066,0.33102567074432815,0.13866784691461143,0.041957455574034574
uso_1d,60,749,32,stratum,scaling_exponent,0.15475564248079401,0.22082329400434014,0.7008121275364745,3.885780586188048e-16
uso_1d,60,749,32,carrier,carrier_price_structure,0.0041876347678989605,0.05579832775729665,0.07504946718320515,0.002141097608977127
uso_1d,60,749,32,carrier,carrier_realized_volatility,0.527322810917437,0.3121777861184345,1.6891746766292348,0.4304965202712165
uso_1d,60,749,32,carrier,carrier_participation,0.1220466534977779,0.336955558887776,0.3622040066667245,0.12516448757934728
uso_1d,60,749,32,carrier,carrier_liquidity_stress,0.008476535379647161,0.00856933576508162,0.989170644262464,0.005808100982026221
uso_1d,60,749,32,carrier_ratio,ratio_realized_volatility,1.0268522579704935,0.3409862788111351,3.0114181179097965,0.5965445891936865
uso_1d,60,749,32,carrier_ratio,ratio_participation,0.25457542989724874,0.3668451992159958,0.6939587336601796,0.24220106237209604
uso_1d,60,749,32,carrier_ratio,ratio_liquidity_stress,0.008577862299212098,0.008557955566856013,1.002326108402944,0.005876004654945977
uso_1d,96,749,32,derivative,pressure,0.0014944482723892101,0.10258150178322008,0.014568399237782135,0.0009446336085856197
uso_1d,96,749,32,derivative,velocity,0.004813915301552736,0.7800254786730758,0.006171484692707511,0.0006343516003666227
uso_1d,96,749,32,derivative,acceleration,0.00904940499726705,0.575586430863347,0.015722061035548487,0.0015399578650680534
uso_1d,96,749,32,derivative,jerk,0.008874810941080759,0.5723264764821128,0.01550655317508822,0.00015728513428542312
uso_1d,96,749,32,derivative,snap,0.009452624661783565,0.5619108149631905,0.016822286402162923,0.0012809828429681397
uso_1d,96,749,32,stratum,structure,0.0012611063675531838,0.05579832775729665,0.022601149859518346,0.0004835489086992273
