dataset_id,symbol,timeframe,model_id,outcome,horizon_bars,candidate_origins,scored,pending_outcome,model_unavailable,coverage,mean_absolute_error,median_absolute_error,root_mean_squared_error,mean_signed_error,interval_90_supported,interval_90_empirical_coverage,interval_90_mean_width,decision_eligible,interpretation
gld_1d,GLD,1D,causal_change_point_ridge,pressure_aligned_maximum_adverse_excursion,20,62,61,1,0,0.9838709677,0.02112277909,0.01459542801,0.02855869609,0.002627424236,61,0.8852459016,0.08299366311,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_realized_variation,1,62,62,0,0,1,0.005784830986,0.00388032081,0.008289969427,-0.003239946222,62,0.8225806452,0.01959108801,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_realized_variation,5,62,61,1,0,0.9838709677,0.008166228904,0.005511686312,0.01218368806,-0.003632587035,61,0.9016393443,0.0295629462,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_realized_variation,20,62,61,1,0,0.9838709677,0.01392486781,0.007194353473,0.02356469916,-0.00824016582,61,0.8524590164,0.04652293788,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_return,1,62,62,0,0,1,0.0101043749,0.00846182812,0.01271998982,0.0002078153534,62,0.8548387097,0.03276142747,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_return,5,62,61,1,0,0.9838709677,0.02094245401,0.01592869376,0.02798024155,-0.0007167976741,61,0.868852459,0.07141050358,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,forward_return,20,62,61,1,0,0.9838709677,0.03797569811,0.03232763173,0.04878292945,-0.004271043211,61,0.8196721311,0.1428225148,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,pressure_aligned_maximum_adverse_excursion,1,62,62,0,0,1,0.007576096198,0.005216691421,0.01004220026,0.0006717118486,62,0.8548387097,0.02814538601,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,pressure_aligned_maximum_adverse_excursion,5,62,61,1,0,0.9838709677,0.01219380967,0.01018187156,0.01597087727,0.001793671011,61,0.8196721311,0.0438393083,False,retrospective_development_diagnostic
gld_1d,GLD,1D,ema_12_24_ridge,pressure_aligned_maximum_adverse_excursion,20,62,61,1,0,0.9838709677,0.02090660861,0.01639299487,0.02799393931,0.003799554952,61,0.868852459,0.08166509807,False,retrospective_development_diagnostic
gld_1d,GLD,1D,gaussian_hmm_2state,forward_realized_variation,1,62,62,0,0,1,0.005883651879,0.003909220259,0.008268636551,-0.003355192669,62,0.8548387097,0.01978008944,False,retrospective_development_diagnostic
gld_1d,GLD,1D,gaussian_hmm_2state,forward_realized_variation,5,62,61,1,0,0.9838709677,0.008336300564,0.00593566337,0.01192734422,-0.003702561328,61,0.8524590164,0.02962916577,False,retrospective_development_diagnostic
